PWSID,Water System Name,Total Number of Water Sources ,Absence of Interties,Source Capacity Violations Count,Service Connection Moratoriums Count,Division of Financial Assistance - Interim Solution Data Spreadsheet,Division of Drinking Water - Drought Report,"SDWIS -
Hauled Water Data",Risk Score,"Percent Rank
(rank of a score as a percentage)",Percentage of sources within a COD Basin
CA0400064,CONCOW ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,69.18,86.40%,0.00%
CA0400065,SPRING VALLEY SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA0400067,FEATHER RIVER SCHOOL,1,Y,0,0,N,N,N,61.35,69.20%,0.00%
CA0400068,BERRY CREEK SCHOOL,1,Y,0,0,N,N,N,85.53,99.00%,0.00%
CA0400073,NORD COUNTRY SCHOOL,1,Y,0,0,N,N,N,70.33,88.50%,0.00%
CA0400079,FOREST RANCH CHARTER SCHOOL,1,Y,0,0,N,N,N,74.26,94.40%,0.00%
CA0500085,TOYON MIDDLE SCHOOL,4,Y,0,0,N,N,N,64.20,76.10%,0.00%
CA0706028,KNIGHTSEN ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,68.29,84.80%,0.00%
CA0706029,EXCELSIOR MIDDLE SCHOOL,1,Y,0,0,N,N,N,55.20,51.90%,0.00%
CA0707620,CANYON SCHOOL,1,Y,0,0,N,N,N,87.04,99.40%,0.00%
CA0800647,REDWOOD MAINT. & OPER.,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA0800649,MARGARET KEATING MAIN. & OPER.,1,Y,0,0,N,N,N,59.64,64.90%,0.00%
CA0900111,PIONEER  ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,62.34,72.00%,0.00%
CA0900210,MILLERS HILL SCHOOL,3,Y,0,0,N,N,N,56.45,55.50%,0.00%
CA0900304,SILVERFORK SCHOOL,1,Y,0,0,N,N,N,86.18,99.10%,0.00%
CA0900309,MOUNTAIN CREEK SCHOOL,3,Y,0,0,N,N,N,58.92,63.10%,0.00%
CA0900410,LATROBE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,79.86,97.30%,0.00%
CA1000104,CENTERVILLE SCHOOL,1,Y,0,0,N,N,N,68.96,86.00%,50.00%
CA1000105,MADISON ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,63.39,74.30%,66.67%
CA1000111,PINE RIDGE SCHOOL,1,Y,0,0,N,N,N,79.39,97.20%,0.00%
CA1000180,ALTA ELEMENTARY SCHOOL,1,Y,0,0,Y,N,N,58.21,61.00%,50.00%
CA1000181,ALVINA SCHOOL,1,Y,0,0,N,N,N,58.69,62.20%,50.00%
CA1000182,BURREL UNION ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,70.78,89.30%,66.67%
CA1000184,DUNLAP K-8 SCHOOL,1,Y,0,0,N,N,N,68.04,84.30%,0.00%
CA1000185,GREAT WESTERN ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,58.35,61.30%,50.00%
CA1000187,INDIANOLA SCHOOL,1,Y,0,0,N,N,N,66.27,80.10%,50.00%
CA1000189,LATON HIGH SCHOOL,2,N,0,0,N,N,N,24.78,3.50%,33.33%
CA1000190,LONE STAR SCHOOL,1,Y,0,0,N,N,N,74.19,94.40%,50.00%
CA1000192,MONROE SCHOOL,1,Y,0,0,N,N,N,58.36,61.40%,66.67%
CA1000193,NAVELENCIA SCHOOL,1,Y,0,0,N,N,N,57.77,59.60%,50.00%
CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,63.88,75.30%,66.67%
CA1000196,RIVERVIEW SCHOOL,1,Y,0,0,N,N,N,58.30,61.20%,50.00%
CA1000198,TERRY SCHOOL,1,Y,0,0,N,N,N,58.26,61.00%,50.00%
CA1000201,SUN EMPIRE SCHOOL,1,Y,0,0,N,N,N,74.45,94.60%,50.00%
CA1000204,AMERICAN UNION SCHOOL,1,Y,0,0,N,N,N,66.51,80.40%,50.00%
CA1000206,HOUGHTON-KEARNEY SCHOOL,1,Y,0,0,N,N,N,66.18,80.00%,50.00%
CA1000208,ROOSEVELT ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,66.16,79.90%,66.67%
CA1000217,CENTRAL HIGH SCHOOL WEST,1,Y,0,0,N,N,N,66.18,80.10%,66.67%
CA1000221,EASTON AUTHORITY JPA,2,Y,0,0,N,N,N,52.87,45.30%,40.00%
CA1000280,SIERRA HIGH SCHOOL,3,Y,0,0,N,N,N,72.40,91.60%,0.00%
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,74.15,94.20%,50.00%
CA1000316,KINGS CANYON HIGH SCHOOL,1,Y,0,0,N,N,N,73.97,94.10%,50.00%
CA1000367,SELMA HIGH SCHOOL,2,N,0,0,N,N,N,34.23,7.20%,66.67%
CA1000476,FOOTHILL ELEMENTARY SCHOOL,3,Y,0,0,N,N,N,72.04,90.80%,0.00%
CA1000577,DUNLAP LEADERSHIP ACADEMY,1,Y,0,0,N,N,N,83.75,98.50%,0.00%
CA1100104,WILLOW CREEK CHRISTIAN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1100440,LAKE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1100448,PLAZA ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1100527,CAPAY JOINT UNION ELEM. SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1100749,RIVER VALLEY CHRISTIAN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1200522,WHITETHORN ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,83.99,98.60%,No Active Groundwater Wells
CA1200546,CASTERLIN SCHOOL,1,Y,0,0,N,N,N,84.95,98.90%,0.00%
CA1200681,CUDDEBACK GRAMMAR SCHOOL,1,Y,0,0,N,N,N,58.14,60.70%,0.00%
CA1200684,MATTOLE ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,50.31,37.80%,0.00%
CA1200778,BRIDGEVILLE ELEM. SCHOOL,1,Y,0,0,N,N,N,77.42,96.40%,0.00%
CA1200817,KNEELAND SCHOOL,1,Y,0,0,N,N,N,87.78,99.50%,0.00%
CA1300553,MAGNOLIA UNION SCHOOL,1,Y,0,0,N,N,N,49.29,34.70%,No Active Groundwater Wells
CA1300554,MEADOWS UNION ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,49.32,34.90%,No Active Groundwater Wells
CA1300556,MULBERRY UNION SCHOOL,1,N,0,0,N,N,N,54.37,49.70%,No Active Groundwater Wells
CA1300560,PINE UNION SCHOOL,1,Y,0,0,N,N,N,49.30,34.80%,No Active Groundwater Wells
CA1300579,MCCABE UNION SCHOOL,2,Y,0,0,N,N,N,38.65,12.40%,No Active Groundwater Wells
CA1400019,ROUND VALLEY SCHOOL,1,Y,0,0,N,N,N,61.03,68.40%,0.00%
CA1400522,PALISADE GLACIER HIGH SCHOOL,2,N,0,0,N,N,N,51.65,41.30%,0.00%
CA1502068,DI GIORGIO SCHOOL WATER SYSTEM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1502074,EL TEJON MIDDLE SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1502154,LAKESIDE SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1502221,POND SCHOOL WATER SYSTEM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1502229,RIO BRAVO GREELEY SCHOOL WATER SYSTEM,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1502231,ROSAMOND SCHOOL WATER SYSTEM,3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1502260,SOUTH FORK ELEMENTARY SCHOOL WATER SYS,1,Y,0,0,N,N,N,61.05,68.40%,0.00%
CA1502607,PIUTE MOUNTAIN SCHOOL WATER,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1503140,FRAZIER MOUNTAIN HIGH SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1503368,SOUTH FORK MIDDLE SCHOOL,1,Y,0,0,N,N,N,63.50,74.60%,0.00%
CA1503683,PEAK TO PEAK MOUNTAIN CHARTER SCHOOL WS,0,Y,0,0,Y,N,Y,DWR Not Assessed,DWR Not Assessed,50.00%
CA1600009,HANFORD CHRISTIAN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,50.00%
CA1600011,PIONEER ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,66.67%
CA1600013,LAKESIDE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,66.67%
CA1600015,KINGS RIVER HARDWICK SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,50.00%
CA1600017,ISLAND UNION SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,50.00%
CA1800573,RICHMOND ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,57.55,59.10%,0.00%
CA1800574,JOHNSTONVILLE ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,46.75,28.20%,0.00%
CA1800575,SHAFFER ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,68.68,85.60%,0.00%
CA1800576,LONG VALLEY CHARTER SCHOOL,1,Y,0,0,N,N,N,62.77,72.90%,0.00%
CA1800577,JANESVILLE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,62.08,71.10%,0.00%
CA1900707,ILEAD AGUA DULCE CHARTER SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1900750,DEL SUR SCHOOL/WESTSIDE UNION DISTRICT,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1900751,EASTSIDE UNION SCHOOL DISTRICT,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1900886,HUGHES-ELIZABETH LAKE UNIFIED SCHOOL DIS,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000150,LIBERTY HIGH SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000567,YOSEMITE HIGH SCHOOL,2,N,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000597,DAIRYLAND SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000598,ALVIEW SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000600,HOWARD ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000601,LA VINA SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000602,RIPPERDAN COMMUNITY DAY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000607,SPRING VALLEY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000611,COARSEGOLD SCHOOL,2,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000612,NORTH FORK ELEMENTARY SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000616,WASUMA SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000760,DIXIELAND ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2000844,RIVERGOLD ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2000846,SIERRA VIEW SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,50.00%
CA2000947,MINARETS HIGH SCHOOL,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2100538,TOMALES HIGH SCHOOL,3,Y,0,0,N,N,N,61.54,69.80%,0.00%
CA2100560,TOMALES ELEM & MIDDLE SCHOOL,1,Y,0,0,N,N,N,64.33,76.60%,0.00%
CA2100582,NICASIO SCHOOL,1,Y,0,0,N,N,N,96.28,99.90%,0.00%
CA2210907,MUSD - SIERRA FOOTHILL CHARTER SCHOOL,0,Y,0,0,Y,N,Y,68.44,85.20%,0.00%
CA2210908,MUSD -COULTERVILLE - GREELEY HILL SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2210909,MUSD - MARIPOSA JUNIOR HIGH SCHOOL,2,Y,0,0,N,N,N,51.03,39.80%,0.00%
CA2210910,MUSD - WOODLAND ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,58.62,61.90%,0.00%
CA2300584,MENDOCINO SCHOOL DISTRICT- MENDOCINO,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300755,POTTER VALLEY SCHOOL DISTRICT,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300764,ANDERSON VALLEY HIGH SCHOOL,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300770,ANDERSON VALLEY ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300785,LEGGETT VALLEY SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300826,MANCHESTER UNION ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300829,ROUND VALLEY HIGH SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300830,ROUND VALLEY ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300846,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2300847,WHALE GULCH ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA2300863,EEL RIVER CHARTER SCHOOL,1,Y,0,0,N,N,N,50.50,38.60%,0.00%
CA2300874,MONTESSORI DEL MAR LEARNING CENTER,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2400062,SNELLING MERCED FALLS SCHOOL,1,Y,0,0,N,N,N,68.87,85.90%,0.00%
CA2400064,MERQUIN ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,59.02,63.30%,100.00%
CA2400065,PLAINSBURG ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,85.46,98.90%,100.00%
CA2400066,PLANADA ELEMENTARYSCHOOL,1,Y,0,0,N,N,N,63.12,73.50%,0.00%
CA2400071,WASHINGTON SCHOOL,1,Y,0,0,Y,N,N,84.77,98.80%,100.00%
CA2400075,EL NIDO ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,81.37,97.90%,100.00%
CA2400079,MCSWAIN ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,58.45,61.60%,100.00%
CA2400091,CHARLESTON SCHOOL,1,Y,0,0,N,N,N,65.48,78.60%,100.00%
CA2400097,CRESSEY SCHOOL,1,Y,0,0,N,N,N,53.72,48.00%,100.00%
CA2400099,GRACE MENNONITE SCHOOL,1,Y,0,0,N,N,N,57.14,58.00%,100.00%
CA2400113,SCHELBY SCHOOL,2,Y,0,0,N,N,N,50.43,38.20%,100.00%
CA2400122,LONGVIEW MENNONITE SCHOOL,1,Y,0,0,N,N,N,62.41,72.20%,100.00%
CA2400134,BUHACH PRESCHOOL (KINDERCARE),1,Y,0,0,N,N,N,69.12,86.30%,100.00%
CA2400219,MERCED NEW LIFE SCHOOL,1,Y,0,0,N,N,N,57.42,58.70%,100.00%
CA2600568,EDNA BEAMAN ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2600570,COLEVILLE HIGH SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2700552,ECHO VALLEY SCHOOL WS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2700577,ELKHORN SCHOOL WS,1,Y,0,0,N,N,N,57.04,57.80%,50.00%
CA2700705,PRUNEDALE SCHOOL WS,1,Y,0,0,N,N,N,59.77,65.40%,0.00%
CA2700727,SAN ANTONIO SCHOOL DISTRICT WS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2700964,BRADLEY UNION SCHOOL WS,1,Y,0,0,N,N,N,58.70,62.30%,0.00%
CA2701221,WASHINGTON  SCHOOL WS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2702180,GRAVES SCHOOL WS,1,Y,0,0,N,N,N,69.62,87.00%,50.00%
CA2702254,PACIFIC VALLEY SCHOOL WS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2702317,MISSION SCHOOL WS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2702322,CAPTAIN COOPER SCHOOL WS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2702490,CENTRAL BAY HIGH SCHOOL WS,1,Y,0,0,N,N,N,59.76,65.30%,0.00%
CA2800840,NAPA COUNTY SCHOOLS: POPE VALLEY,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA2800847,NVUSD: CARNEROS SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2800848,NVUSD: MT. GEORGE SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2800970,HOWELL MOUNTAIN SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2900535,PLEASANT RIDGE SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2900536,CLEAR CREEK SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2900578,TWIN RIDGES GRIZZLY HILL SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2900587,MOUNTAIN VALLEY CHILD AND FAMILY SERVICE,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2900593,TWIN RIDGES OAK TREE SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2901208,DONNER TRAIL ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3100072,LIVE OAK WALDORF SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3100083,OPHIR ELEMENTARY SCHOOL WATER SYSTEM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3107342,LINCOLN HIGH SCHOOL FARM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3200079,PUSD TAYLORSVILLE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3200215,SCHRAMEL WATER SYSTEM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3301308,COTTONWOOD SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3301309,HAMILTON SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400248,FRANKLIN ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400250,PLEASANT GROVE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400251,SIERRA ENTERPRISE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400253,COSUMNES RIVER ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400254,DILLARD ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400259,GRANT HIGH SCHOOL [SWS],#N/A,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400267,BATES ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400268,WALNUT GROVE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400271,ARCOHE ELEM SCHOOL - MAIN CAMPUS,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,50.00%
CA3400273,WILTON BIBLE CHURCH,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3400391,BRADSHAW CHRISTIAN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3500507,BITTERWATER-TULLY SCHOOL WS,1,Y,0,0,Y,N,N,82.68,98.10%,No Active Groundwater Wells
CA3500521,SOUTHSIDE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,64.99,77.60%,0.00%
CA3500571,SAN BENITO HIGH SCHOOL,2,N,0,0,N,N,N,40.72,16.70%,0.00%
CA3500801,WILLOW GROVE UNION ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,67.63,83.00%,0.00%
CA3500905,ANZAR HIGH SCHOOL,2,N,0,0,N,N,N,32.50,6.60%,0.00%
CA3600432,LUCERNE VALLEY ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3600790,NEWBERRY ELEMENTARY SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3601057,MOUNTAIN VIEW CONTINUATION SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3601095,LUCERNE VALLEY HIGH SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3601179,EL MIRAGE SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3700018,CAMPO ELEMENTARY SCHOOL,2,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3700117,MOUNTAIN EMPIRE HIGH SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3700118,CAMP LOCKETT MIDDLE SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3700963,POTRERO ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3701005,SPENCER VALLEY SCHOOL DISTRICT,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3701010,WARNER UNIFIED SCHOOL DISTRICT,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3702364,CLOVER FLAT ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3900756,LINDEN USD-GLENWOOD SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900846,OAK VIEW UNION ELEMENTARY SCH,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900848,LODI USD-TURNER ACADEMY AT TOKAY COLONY,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900849,LODI USD-LIVE OAK SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900850,LODI USD-HOUSTON SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900978,SJ COUNTY-REDWOOD SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3900993,NEW JERUSALEM SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3901014,BANTA ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3901085,LODI USD-DAVIS SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3901090,NORTH VALLEY SCHOOL PWS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3901107,JEFFERSON ESD-JEFFERSON SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3901163,MUSD-NEW HAVEN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3901167,EUSD-VAN ALLEN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3901169,MUSD-NILE GARDEN SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3901209,ST MARYS HIGH SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3901325,RIPON CHRISTIAN SCHOOLS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3901331,RIPON USD-COLONY OAK SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA4000675,BRANCH ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4000693,CRESTON ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA4000732,CARRISA PLAINS ELEMENTARY,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4000767,SANTA LUCIA SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4000774,PLEASANT VALLEY ELEMENTARY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA4100513,PESCADERO HIGH SCHOOL,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4200747,VISTA DE LAS CRUCES,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4200833,BONITA SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4200879,CUYAMA ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4300593,MORGAN HILL USD-MACHADO SCHOOL,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
